ID,Title,State,State Reason,Number,Created At,Updated At,Closed At,URL,Author,Labels,Assignees,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,24,,
I_kwDOAJZX9s544hwu,Issue with rendering text in the Signup card,CLOSED,NOT_PLANNED,19253,2023-12-06T09:11:18Z,2024-04-22T07:04:41Z,2024-04-22T07:04:41Z,https://github.com/TryGhost/Ghost/issues/19253,fueko,"bug, affects:editor, stale",,"jaswalsaurabh (2023-12-16T14:08:41Z): Hi @daniellockyer can I work on this. | jaswalsaurabh (2023-12-16T15:00:33Z): I've found that there is an issue with the conversion of **lexical to html**.   This is the root cause which causing the issue`const useTextColor = !nodeData.backgroundColor === 'transparent';`. Its in this dependency **@tryghost/kg-default-nodes**. | jaswalsaurabh (2023-12-17T06:51:51Z): I've cloned the repo of koenig-editor and found out that this issue is fixed by **Steve Larson on Dec 14**. But when I check the installed **@tryghost/kg-default-nodes** module, those changes are not reflected yet in this. But the version are same 1.0.3 | github-actions (2024-04-15T07:04:07Z): Our bot has automatically marked this issue as stale because there has not been any activity here in some time.

The issue will be closed soon if there are no further updates, however we ask that you do not post comments to keep the issue open if you are not actively working on a PR.

We keep the issue list minimal so we can keep focus on the most pressing issues. Closed issues can always be reopened if a new contributor is found. Thank you for understanding 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s544O66,"Pushed empty image (on docker hub) with tag ""5.75.1""",CLOSED,NOT_PLANNED,19252,2023-12-06T08:25:58Z,2023-12-06T10:10:13Z,2023-12-06T10:09:58Z,https://github.com/TryGhost/Ghost/issues/19252,Mark24Slides,self hosting,,"github-actions (2023-12-06T10:09:57Z): Hey @Mark24Slides 👋

We've reviewed your bug report and believe the issue is environment specific, rather than a bug. Many questions can be answered by reviewing our [documentation](https://ghost.org/docs/). If you can't find an answer then our [forum](https://forum.ghost.org/c/help/self-hosting/18) is a great place to get community support, plus it helps create a central location for searching problems/solutions. | daniellockyer (2023-12-06T10:10:12Z): The Docker image is not maintained by us, so you'll need to go and report it to them here: https://github.com/docker-library/ghost",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s54323a,"why is a ""url"" required",CLOSED,NOT_PLANNED,19250,2023-12-06T07:53:42Z,2023-12-06T10:59:05Z,2023-12-06T10:59:04Z,https://github.com/TryGhost/Ghost/issues/19250,Tinger-X,support request,,"github-actions (2023-12-06T10:59:03Z): Hey @Tinger-X 👋 We ask that you please do not use GitHub for help or support 😄. We use GitHub solely for bug-tracking and community-driven development.

Many questions can be answered by reviewing our [documentation](https://ghost.org/docs/). If you can't find an answer then our [forum](https://forum.ghost.org/c/help/6) is a great place to get community support, plus it helps create a central location for searching problems/solutions.

FYI: Many projects use issue templates to point you in the right direction. Reading the guidelines or issue templates before opening issues can save you and project maintainers valuable time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s541sZ0,Bottom portions of Recommendations area in admin appears white in dark mode,CLOSED,NOT_PLANNED,19246,2023-12-05T23:52:55Z,2024-04-11T11:04:07Z,2024-04-11T11:04:07Z,https://github.com/TryGhost/Ghost/issues/19246,stromfeldt,"bug, affects:admin, stale, design",,"asenseofpradhyu (2023-12-06T05:00:19Z): Hello @stromfeldt 

It seems to be a UI bug, and I'm actively working to fix it. | asenseofpradhyu (2023-12-06T06:04:16Z): @stromfeldt  I've fixed the issue and submitted a pull request to address the bug. You can track the progress of the pull request here 👉https://github.com/TryGhost/Ghost/pull/19249 | github-actions (2024-04-04T11:04:00Z): Our bot has automatically marked this issue as stale because there has not been any activity here in some time.

The issue will be closed soon if there are no further updates, however we ask that you do not post comments to keep the issue open if you are not actively working on a PR.

We keep the issue list minimal so we can keep focus on the most pressing issues. Closed issues can always be reopened if a new contributor is found. Thank you for understanding 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s541nIx,Highlighting image alt text with mouse makes drag/drop mini-image appear,CLOSED,COMPLETED,19244,2023-12-05T23:40:03Z,2023-12-12T18:06:39Z,2023-12-12T18:06:39Z,https://github.com/TryGhost/Ghost/issues/19244,stromfeldt,"bug, affects:editor, P3 - Medium",kevinansfield,"asenseofpradhyu (2023-12-09T12:52:21Z): Hello @kevinansfield 

can you tell me whats need to be done in this issue as per ghost team?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s54znxy,find: '/var/lib/ghost/content/themes/casper': No such file or directory,CLOSED,NOT_PLANNED,19241,2023-12-05T17:43:57Z,2023-12-05T18:46:35Z,2023-12-05T18:46:34Z,https://github.com/TryGhost/Ghost/issues/19241,1kevinson,support request,,"github-actions (2023-12-05T18:46:33Z): Hey @1kevinson 👋 We ask that you please do not use GitHub for help or support 😄. We use GitHub solely for bug-tracking and community-driven development.

Many questions can be answered by reviewing our [documentation](https://ghost.org/docs/). If you can't find an answer then our [forum](https://forum.ghost.org/c/help/6) is a great place to get community support, plus it helps create a central location for searching problems/solutions.

FYI: Many projects use issue templates to point you in the right direction. Reading the guidelines or issue templates before opening issues can save you and project maintainers valuable time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s54nxkV,Axios Error,CLOSED,NOT_PLANNED,19219,2023-12-04T11:59:05Z,2024-02-28T10:36:56Z,2023-12-12T11:12:33Z,https://github.com/TryGhost/Ghost/issues/19219,tanayvaswani,support request,,"gauravruhela07 (2023-12-05T18:24:43Z): Hey @tanayvaswani, I want to work on this issue, can you please assign it to me? Thank you. | tanayvaswani (2023-12-06T19:20:44Z): > Hey @tanayvaswani, I want to work on this issue, can you please assign it to me? Thank you.

I don't have any link with Ghost team, nor I'm a part of it. If you still wanna work, go ahead and raise a PR with the required fix.
Thanks! | dheerajmartpe (2023-12-09T08:34:06Z): Hey @tanayvaswani Could you help me find out the location of the file: page.tsx ? I might resolve the error. | github-actions (2023-12-12T11:12:32Z): Hey @tanayvaswani 👋 We ask that you please do not use GitHub for help or support 😄. We use GitHub solely for bug-tracking and community-driven development.

Many questions can be answered by reviewing our [documentation](https://ghost.org/docs/). If you can't find an answer then our [forum](https://forum.ghost.org/c/help/6) is a great place to get community support, plus it helps create a central location for searching problems/solutions.

FYI: Many projects use issue templates to point you in the right direction. Reading the guidelines or issue templates before opening issues can save you and project maintainers valuable time. | SushiWaUmai (2024-01-28T21:14:02Z): I'm getting the same error, all I do is
```ts
import GhostContentAPI from ""@tryghost/content-api"";
import { BACKEND_URL, BACKEND_API_KEY } from ""./constants"";

const api = GhostContentAPI({
  url: BACKEND_URL,
  key: BACKEND_API_KEY,
  version: ""v5.0"",
});

export async function getPost(slug: string) {
  return await api.posts.read({ slug }).catch((err) => {
    console.error(err);
  });
}
```

And importing the above function like this: 
```tsx
export default async function Page({ params }: PageProps) {
  const post = await getPost(params.slug);
  ...
}
``` | 20manas (2024-02-27T17:07:23Z): I was able to fix it with this:
```typescript
const api = new GhostContentAPI({
  url: ...,
  key: ...,
  version: ...,
  makeRequest: async ({url, method, params, headers}) => {
    const apiUrl = new URL(url);
    Object.keys(params).map(key => apiUrl.searchParams.set(key, params[key]));

    return fetch(apiUrl.toString(), {method, headers})
      .then(async res => {
        if (!res.ok) {
          throw new Error(`HTTP error! status: ${res.status}, response data: ${await res.text()}`);
        }

        return {data: await res.json()};
      })
      .catch(error => {
        console.error('Fetch error:', error);
      });
  },
});
``` | tanayvaswani (2024-02-27T17:33:09Z): @20manas is it working with prod build? with strict set to true
 | 20manas (2024-02-28T10:36:55Z): @tanayvaswani yes, it's working just fine for me. Make sure to install `@types/tryghost__content-api` and it should work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s54luKd,Inconsistent Docs for Admin API,CLOSED,COMPLETED,19216,2023-12-04T06:52:54Z,2023-12-04T14:03:58Z,2023-12-04T14:03:46Z,https://github.com/TryGhost/Ghost/issues/19216,ItzNotABug,investigating,royalfig,"royalfig (2023-12-04T14:03:46Z): Thanks for flagging this. I removed ""optional"" from the version param in the docs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s54Muam,About is out of view,CLOSED,NOT_PLANNED,19175,2023-11-29T13:32:12Z,2024-05-29T14:04:38Z,2024-05-29T14:04:38Z,https://github.com/TryGhost/Ghost/issues/19175,ItzNotABug,"needs:info, stale",,"daniellockyer (2024-01-23T13:02:45Z): Would you be able to paste a new video showing what you're seeing? | github-actions (2024-01-23T13:03:02Z): Note from our bot: The `needs:info` label has been added to this issue. Updating your original issue with more details is great, but won't notify us, so please make sure you leave a comment so that we can see when you've updated us. | github-actions (2024-05-22T13:05:26Z): Our bot has automatically marked this issue as stale because there has not been any activity here in some time.

The issue will be closed soon if there are no further updates, however we ask that you do not post comments to keep the issue open if you are not actively working on a PR.

We keep the issue list minimal so we can keep focus on the most pressing issues. Closed issues can always be reopened if a new contributor is found. Thank you for understanding 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s538lqn,Content Security Policy (CSP),CLOSED,COMPLETED,19146,2023-11-27T14:13:23Z,2023-11-28T09:50:37Z,2023-11-28T09:50:26Z,https://github.com/TryGhost/Ghost/issues/19146,CarlSinclair,,,"CarlSinclair (2023-11-27T14:31:40Z): #11084 seems to have attracted volunteers but they have been ignored.
A pull request was made here #12707 but ultimately rejected. | ErisDS (2023-11-28T09:50:26Z): Honestly, I feel like there's been a glitch in the matrix with this issue - which is critiquing and restarting a conversation which happened 7-5 years ago as if it happened last week, whilst totally missing the key points made in the [closing statement](https://github.com/TryGhost/Ghost/issues/7206#issuecomment-374878567). 

If you want to be a productive participant and restart this conversation then you need to show up that way, as someone productive and willing to contribute something of value. Showing up and being rude and aggressive creates an environment in which noone wants to listen to you or help you on your mission.

So I'm gonna close this again with some of the exact words from John from _**5 years ago**_

> People show up to github with the expectation that, if a reasonable case is made for the legitimacy of their pet feature then the maintainer's moral obligation is to acquiesce and build it for them.

> Everyone needs to understand that this is not how open source works.

> We build the product we want to build. We do our best to prioritise and make good decisions, but we're far from perfect. We give away the rights to everything we release, so that you can build on top of it. That's how open source works.

And again:

> If anyone wants to make a new proposal for functional and viable CSP support in Ghost, that's totally fine and very welcome - you can start with a new issue and a clean slate. (Even better: start the discussion with a PR)

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s537sn3,Wrong RSS Url,CLOSED,COMPLETED,19142,2023-11-27T12:10:14Z,2023-12-03T17:42:06Z,2023-12-03T17:42:06Z,https://github.com/TryGhost/Ghost/issues/19142,ItzNotABug,bug,,"ItzNotABug (2023-11-29T13:17:04Z): Update: Bumped to latest `@5.74.5`, issue still exists. | ItzNotABug (2023-12-03T17:42:06Z): Seems to be fixed in the latest version, closing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s537Sa8,Input image exceeds pixel limit,CLOSED,NOT_PLANNED,19141,2023-11-27T11:05:52Z,2024-04-03T09:05:14Z,2024-04-03T09:05:14Z,https://github.com/TryGhost/Ghost/issues/19141,truekasun,"bug, stale",,"daniellockyer (2023-11-28T08:57:19Z): This is a duplicate of https://github.com/TryGhost/Ghost/issues/17278, but it was closed at the time. I'll tag this one a bug and accept PRs to fix it 🙂  | github-actions (2024-03-27T09:04:45Z): Our bot has automatically marked this issue as stale because there has not been any activity here in some time.

The issue will be closed soon if there are no further updates, however we ask that you do not post comments to keep the issue open if you are not actively working on a PR.

We keep the issue list minimal so we can keep focus on the most pressing issues. Closed issues can always be reopened if a new contributor is found. Thank you for understanding 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Duplicate
I_kwDOAJZX9s535dJC,Opening a Portal link after closing the Recommendations Portal can reopen the Recommendations Portal,CLOSED,COMPLETED,19134,2023-11-27T06:07:48Z,2023-11-28T15:19:11Z,2023-11-28T15:19:11Z,https://github.com/TryGhost/Ghost/issues/19134,stromfeldt,bug,,SimonBackx (2023-11-28T15:19:11Z): Thank you for reporting this issue! [This has been fixed and is released automatically as a patch in Portal](https://github.com/TryGhost/Ghost/commit/57d43d2d7210964a11911213ad8413b5279a2737) (Portal v2.36.3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5334TQ,Installation from a .zip file breaks images in published posts,CLOSED,NOT_PLANNED,19132,2023-11-26T17:58:48Z,2023-11-27T07:51:10Z,2023-11-27T07:50:59Z,https://github.com/TryGhost/Ghost/issues/19132,ceecko,,,daniellockyer (2023-11-27T07:50:59Z): Closing as a duplicate of https://github.com/TryGhost/Ghost/issues/18948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Duplicate
I_kwDOAJZX9s531yPZ,Migration lock was never released or currently a migration is running.,CLOSED,NOT_PLANNED,19131,2023-11-25T11:58:33Z,2024-01-10T20:18:28Z,2023-12-11T10:06:13Z,https://github.com/TryGhost/Ghost/issues/19131,zeeklog,needs:info,,"zeeklog (2023-11-25T12:00:22Z): When i try to install another ghost instance on the same machine, error occur....
Old instance was on importing data from remote server(Migrating data to ghost)
 | aztechian (2023-11-25T22:07:29Z): This has bricked my installation of ghost using the Kubernetes helm charts. When I try to run the suggested rollback command, I get

```
I have no name!@ghost-unmigrator:/opt/bitnami/ghost/current$ NODE_ENV=production yarn knex-migrator rollback 
yarn run v1.22.19
warning Skipping preferred cache folder ""/.cache/yarn"" because it is not writable.
warning Selected the next writable cache folder in the list, will be ""/tmp/.yarn-cache-1001"".
warning ghost@5.74.1: The engine ""cli"" appears to be invalid.
$ /opt/bitnami/ghost/versions/5.74.1/node_modules/.bin/knex-migrator rollback
warning Cannot find a suitable global folder. Tried these: ""/usr/local, /.yarn""
[2023-11-25 22:01:53] ERROR connect ECONNREFUSED 127.0.0.1:3306
[2023-11-25 22:01:53] INFO Unknown database error
error Command failed with exit code 1.
info Visit https://yarnpkg.com/en/docs/cli/run for documentation about this command.
I have no name!@ghost-unmigrator:/opt/bitnami/ghost/current$ 
```

and I can't find any documentation on how to get the migrator to pick up the database settings from ENV vars. They all exist on the pod for running the usuall ghost app.

```
$ env | grep DATABASE | sort
GHOST_DATABASE_HOST=ghost-mysql
GHOST_DATABASE_NAME=bitnami_ghost
GHOST_DATABASE_PASSWORD=<REDACTED>
GHOST_DATABASE_PORT_NUMBER=3306
GHOST_DATABASE_USER=bn_ghost
```

I tried deleting the single record from the `migrations_lock` table, and restarting the app but still got the same message that a migration is running.
I believe the problem initially started with the `19.6.11` version of the helm chart (on Wed 11/22) which corresponds to the `5.74.1` app version. | daniellockyer (2023-11-27T09:22:00Z): @aztechian You need to run knex-migrator from the directory containing Ghost code 🙂 

@ethwillupto10000 Do you know what caused Ghost to be killed/error when it was running migrations? The manual way to remove the migration lock is to set `locked=0` in the `migrations_lock` table, but only do that if you're sure there are no other instances running.

5.74.1 contained no Ghost backend changes, so it's unlikely to be due to that. | github-actions (2023-11-27T09:22:18Z): Note from our bot: The `needs:info` label has been added to this issue. Updating your original issue with more details is great, but won't notify us, so please make sure you leave a comment so that we can see when you've updated us. | aztechian (2023-11-27T17:56:01Z): > @aztechian You need to run knex-migrator from the directory containing Ghost code 🙂

I did get this resolved once I tried a `knex-migrator migrate` command that mentioned setting the migration_lock field `locked=0`. I still didn't have a record recreated in that table, so created one with `locked=0`. Then ran `migrate` manually, which did some changes. After that the health said OK, and the app could start.
Thanks for the pointers @daniellockyer. Bitnami's environment setup is kinda weird - it took me way to long to figure out where the real code directory is, and I had to symlink `/opt/bitnami/ghost/current/MigratorConfig.js -> /opt/bitnami/ghost/MigratorConfig.js` to get migrator to run at all.
I'm back up and running. | github-actions (2023-12-11T10:06:12Z): Hey @ethwillupto10000 👋

Our team needed some more info to get to the bottom of this, however we've not heard back from you. We're going to close this for now, but let us know if you manage to dig up some more info and we'll reopen. | trostli (2024-01-10T20:18:26Z): I also ran into the same issue on a new instance. I documented the issue here: https://github.com/TryGhost/Ghost/issues/19463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s531lY1,Can't change Support Mail Address,CLOSED,NOT_PLANNED,19130,2023-11-25T08:51:55Z,2024-06-05T23:04:51Z,2024-06-05T23:04:51Z,https://github.com/TryGhost/Ghost/issues/19130,s3tupw1zard,"bug, stale",,"s3tupw1zard (2023-11-25T17:49:36Z): I tested another version of the image and it appears that the error doesn't occur, or to put it in other words, it doesn't prevent it to change the support mail address.
In the console I'm getting the same error, but this time the change was successful.

The image I tested was ghost:5.73.2-alpine (here it kinda works like expected)

With versions ghost:5.74.0-alpine, ghost:5 and ghost:5.74 including ghost:latest the described error is present. | nick2432 (2023-12-13T15:24:19Z): can i work on this?
 | markstos (2023-12-20T17:41:00Z): mysql:latest is not supported. 

MySQL 8 is supported.  | markstos (2023-12-20T17:52:08Z): @royalfig It would be helpful if mentions of ""MySQL 8"" in docs clarified whether that means

8.0, 8.1, 8.2 

or all three. 

The issue here seems like it might be due to running a MySQL version that qualifies as MySQL 8, but is newer than intended or tested.  | royalfig (2024-01-12T09:38:22Z): @markstos Thanks! I'll confirm this. | royalfig (2024-01-30T22:13:57Z): @s3tupw1zard Our recent release updates how email addresses work in Ghost. Are you able to upgrade and see if you still encounter this bug? | github-actions (2024-05-29T23:04:32Z): Our bot has automatically marked this issue as stale because there has not been any activity here in some time.

The issue will be closed soon if there are no further updates, however we ask that you do not post comments to keep the issue open if you are not actively working on a PR.

We keep the issue list minimal so we can keep focus on the most pressing issues. Closed issues can always be reopened if a new contributor is found. Thank you for understanding 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s531auY,Inline Code Formatting in Callout Card,CLOSED,COMPLETED,19129,2023-11-25T06:05:31Z,2024-01-16T12:53:34Z,2023-12-12T18:39:29Z,https://github.com/TryGhost/Ghost/issues/19129,0xBEN,P3 - Medium,kevinansfield,"btme0011 (2023-12-12T14:59:38Z): Can i work on this issue?
 | 0xBEN (2024-01-12T16:45:35Z): Hello, I'm not sure if this is the proper workflow, or if you'd rather a new issue that references this one. However, this issue still seems to be ongoing. I've updated my Ghost instance to the latest version and still and not able to have inline code elements rendered within a callout card.

![image](https://github.com/TryGhost/Ghost/assets/26947869/fd23fea7-9bb9-43a4-8340-6d6e06cb9fcb) | kevinansfield (2024-01-16T12:53:33Z): The fix hasn't been released yet. It will appear in the [release notes](https://github.com/TryGhost/Ghost/releases) when it's included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s53G47q,Emoji picker of callout cards has a light background in dark mode,CLOSED,COMPLETED,19038,2023-11-17T05:14:50Z,2023-12-11T11:31:29Z,2023-12-11T11:31:29Z,https://github.com/TryGhost/Ghost/issues/19038,stromfeldt,"bug, affects:editor, P3 - Medium, design",sanne-san,"Abhishek7Tech (2023-11-18T13:50:15Z): Hello @stromfeldt @kevinansfield  I would like to contribute and fix this issue. | suprabhat15 (2023-11-18T19:58:56Z): hi @kevinansfield I am interested to work on this issue. | markstos (2023-11-21T13:18:32Z): @Abhishek7Tech @suprabhat15 Normally you don't have to wait for permission to contribute to open source. Just code a patch and submit a PR if you are interested.

Even if someone replies and says ""OK, go work on it"", there's not a guarantee your PR will be accepted anyway, perhaps for quality or style reasons.

If you want to want to let other people you are working on a PR so they don't duplicate effort, you can leave a note like ""I'm starting on a PR for this now"". 

And if you two of you want to contribute competing PRs, you can do that. The one that's contributed first or if some higher quality is likely the one to be merged. 

If the only reason you would be creating the PR is because you are interested in having it merged, and not because you would actually use it yourself, I suppose that's that's a reason to find out if there's interest first.

But this issue seems like it's a clearly a bug that the project would definitely want fixed.  | asenseofpradhyu (2023-11-21T16:23:03Z): Hello @stromfeldt 

The fix for this issue has been implemented in the [Koenig](https://github.com/TryGhost/Koenig) repository. Once the changes are merged, the dark mode will work in the emoji picker.

You can track the progress of the pull request https://github.com/TryGhost/Koenig/pull/1085

CC: @daniellockyer ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Duplicate
I_kwDOAJZX9s52rtX5,GHOST_DATABASE_CONNECTION_PASSWORD cannot be only Numeric,CLOSED,NOT_PLANNED,18968,2023-11-13T17:55:54Z,2024-03-26T06:06:00Z,2024-03-26T06:06:00Z,https://github.com/TryGhost/Ghost/issues/18968,alst-ovh,"bug, stale",,"daniellockyer (2023-11-16T14:43:48Z): This is the same as https://github.com/TryGhost/Ghost/issues/16918, but unfortunately the issue went stale without a PR. A PR would still be welcome 🙂  | zzehli (2023-11-20T04:14:31Z): I tried reproduce the error in ghost local installation. But can't reproduce the error. The mysql connects fine. here is my `database` section of the `config.development.json` file:
```
 ""database"": {
    ""client"": ""mysql"",
    ""connection"": {
      ""host"": ""127.0.0.1"",
      ""port"": 3306,
      ""user"": ""root"",
      ""password"": ""123456"",
      ""database"": ""ghost""
    }
```
Another related question, how do I config db connection if I build ghost from source? @daniellockyer any tips on reproducing the error? | manishmshiva (2023-11-20T05:32:24Z): @alst-ovh Stupid question: Why would you choose a numeric password instead of an alphanumeric one?  | github-actions (2024-03-19T06:05:06Z): Our bot has automatically marked this issue as stale because there has not been any activity here in some time.

The issue will be closed soon if there are no further updates, however we ask that you do not post comments to keep the issue open if you are not actively working on a PR.

We keep the issue list minimal so we can keep focus on the most pressing issues. Closed issues can always be reopened if a new contributor is found. Thank you for understanding 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s52kZhs,Unintended behavior when entering post title using Japanese IME,CLOSED,COMPLETED,18949,2023-11-12T06:00:37Z,2023-11-13T10:08:32Z,2023-11-13T10:08:20Z,https://github.com/TryGhost/Ghost/issues/18949,t8m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
